"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.004087, 1, 0.004087, cell_dimension='22', gaussian_noise_stdev='0.00045', l2_regularization='0.00045', max_epoch_size='6', max_num_epochs='14', minibatch_size='10', num_hidden_layers='2', random_normal_initializer_stdev='0.00045'
17.506113, 0.127654, 17.854212, 1, 0.348099, cell_dimension='22', gaussian_noise_stdev='0.00045', l2_regularization='0.00045', max_epoch_size='6', max_num_epochs='14', minibatch_size='10', num_hidden_layers='2', random_normal_initializer_stdev='0.00045'
37.041052, 0.127618, 37.717650, 2, 0.676598, cell_dimension='24', gaussian_noise_stdev='0.000275', l2_regularization='0.000625', max_epoch_size='4', max_num_epochs='19', minibatch_size='7', num_hidden_layers='2', random_normal_initializer_stdev='0.000275'
49.762357, 0.127533, 50.782344, 3, 1.019986, cell_dimension='21', gaussian_noise_stdev='0.000625', l2_regularization='0.000275', max_epoch_size='8', max_num_epochs='8', minibatch_size='13', num_hidden_layers='1', random_normal_initializer_stdev='0.000625'
65.156420, 0.127270, 66.527708, 4, 1.371288, cell_dimension='22', gaussian_noise_stdev='0.0003625', l2_regularization='0.0005375', max_epoch_size='3', max_num_epochs='22', minibatch_size='14', num_hidden_layers='1', random_normal_initializer_stdev='0.0005375'
91.091984, 0.126953, 93.038494, 5, 1.946510, cell_dimension='23', gaussian_noise_stdev='0.0001875', l2_regularization='0.0003625', max_epoch_size='5', max_num_epochs='5', minibatch_size='11', num_hidden_layers='2', random_normal_initializer_stdev='0.0007125'
153.814224, 0.126747, 156.673954, 6, 2.859730, cell_dimension='24', gaussian_noise_stdev='0.0006687500000000001', l2_regularization='0.0006687500000000001', max_epoch_size='3', max_num_epochs='3', minibatch_size='12', num_hidden_layers='2', random_normal_initializer_stdev='0.00040625'
232.419857, 0.126624, 241.912851, 7, 9.492994, cell_dimension='25', gaussian_noise_stdev='0.00013857470657469223', l2_regularization='0.0003759358369651777', max_epoch_size='2', max_num_epochs='3', minibatch_size='5', num_hidden_layers='2', random_normal_initializer_stdev='0.00019095158430751936'
302.542670, 0.125722, 325.692919, 8, 23.150248, cell_dimension='25', gaussian_noise_stdev='0.0001364139954631912', l2_regularization='0.00015504255286573796', max_epoch_size='3', max_num_epochs='2', minibatch_size='5', num_hidden_layers='1', random_normal_initializer_stdev='0.00010457399954032491'
425.246807, 0.125682, 475.097442, 9, 49.850635, cell_dimension='20', gaussian_noise_stdev='0.00010370472072126248', l2_regularization='0.00013426868048990148', max_epoch_size='3', max_num_epochs='2', minibatch_size='5', num_hidden_layers='1', random_normal_initializer_stdev='0.00010074802951271878'
431.927139, 0.125678, 483.976018, 10, 52.048879, cell_dimension='20', gaussian_noise_stdev='0.00010060453573607336', l2_regularization='0.00012274215281729054', max_epoch_size='3', max_num_epochs='2', minibatch_size='5', num_hidden_layers='1', random_normal_initializer_stdev='0.00010013888583040253'
609.771699, 0.125677, 689.706541, 11, 79.934842, cell_dimension='20', gaussian_noise_stdev='0.0001016116593349434', l2_regularization='0.0001300692135585287', max_epoch_size='3', max_num_epochs='2', minibatch_size='5', num_hidden_layers='1', random_normal_initializer_stdev='0.00010061996558123245'
