"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.007885, 1, 0.007885, cell_dimension='18', gaussian_noise_stdev='0.00045', l2_regularization='0.00045', max_epoch_size='30', max_num_epochs='14', minibatch_size='10', num_hidden_layers='2', random_normal_initializer_stdev='0.00045'
240.189620, 0.300538, 240.437424, 1, 0.247804, cell_dimension='18', gaussian_noise_stdev='0.00045', l2_regularization='0.00045', max_epoch_size='30', max_num_epochs='14', minibatch_size='10', num_hidden_layers='2', random_normal_initializer_stdev='0.00045'
502.182770, 0.300425, 502.712265, 2, 0.529495, cell_dimension='21', gaussian_noise_stdev='0.000275', l2_regularization='0.000625', max_epoch_size='20', max_num_epochs='19', minibatch_size='7', num_hidden_layers='3', random_normal_initializer_stdev='0.000275'
824.445770, 0.299025, 825.426480, 3, 0.980710, cell_dimension='16', gaussian_noise_stdev='0.0003625', l2_regularization='0.0005375', max_epoch_size='15', max_num_epochs='22', minibatch_size='14', num_hidden_layers='1', random_normal_initializer_stdev='0.0005375'
2852.611133, 0.298174, 2864.501502, 4, 11.890369, cell_dimension='23', gaussian_noise_stdev='0.00011106355890068068', l2_regularization='0.00040780539835909996', max_epoch_size='21', max_num_epochs='5', minibatch_size='8', num_hidden_layers='3', random_normal_initializer_stdev='0.00017797072845388484'
3090.606736, 0.297271, 3111.859766, 5, 21.253029, cell_dimension='24', gaussian_noise_stdev='0.00011106355890068068', l2_regularization='0.0004724060266716021', max_epoch_size='21', max_num_epochs='5', minibatch_size='9', num_hidden_layers='4', random_normal_initializer_stdev='0.00017797072845388484'
4369.220751, 0.297258, 4464.027386, 6, 94.806636, cell_dimension='25', gaussian_noise_stdev='0.00011106355890068068', l2_regularization='0.0004711149700912048', max_epoch_size='21', max_num_epochs='5', minibatch_size='9', num_hidden_layers='4', random_normal_initializer_stdev='0.00019035817288839943'
5057.502315, 0.297226, 5190.559687, 7, 133.057371, cell_dimension='25', gaussian_noise_stdev='0.00010482899754691902', l2_regularization='0.0004705868851006932', max_epoch_size='19', max_num_epochs='5', minibatch_size='9', num_hidden_layers='4', random_normal_initializer_stdev='0.00021199430608325533'
5109.793873, 0.297216, 5247.934599, 8, 138.140726, cell_dimension='18', gaussian_noise_stdev='0.00010598961708279988', l2_regularization='0.0004705868851006932', max_epoch_size='19', max_num_epochs='5', minibatch_size='9', num_hidden_layers='1', random_normal_initializer_stdev='0.0002098875968650318'
5333.555837, 0.297215, 5491.503517, 9, 157.947680, cell_dimension='25', gaussian_noise_stdev='0.00011394497266228664', l2_regularization='0.00047580052207693026', max_epoch_size='19', max_num_epochs='5', minibatch_size='9', num_hidden_layers='1', random_normal_initializer_stdev='0.00021011337463088583'
5405.778924, 0.297196, 5572.715592, 10, 166.936668, cell_dimension='25', gaussian_noise_stdev='0.00011542704974363035', l2_regularization='0.0004761558965824437', max_epoch_size='19', max_num_epochs='5', minibatch_size='9', num_hidden_layers='1', random_normal_initializer_stdev='0.00020590584396340165'
5865.580659, 0.297187, 6047.201483, 11, 181.620824, cell_dimension='25', gaussian_noise_stdev='0.00011661139377608563', l2_regularization='0.00047418465418844224', max_epoch_size='19', max_num_epochs='5', minibatch_size='9', num_hidden_layers='4', random_normal_initializer_stdev='0.00020549337501755423'
