"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.007073, 1, 0.007073, cell_dimension='18', gaussian_noise_stdev='0.00045', l2_regularization='0.00045', max_epoch_size='30', max_num_epochs='14', minibatch_size='10', num_hidden_layers='2', random_normal_initializer_stdev='0.00045'
10.946483, 1.560154, 11.087974, 1, 0.141491, cell_dimension='18', gaussian_noise_stdev='0.00045', l2_regularization='0.00045', max_epoch_size='30', max_num_epochs='14', minibatch_size='10', num_hidden_layers='2', random_normal_initializer_stdev='0.00045'
26.255710, 1.300013, 26.527963, 2, 0.272254, cell_dimension='21', gaussian_noise_stdev='0.000275', l2_regularization='0.000625', max_epoch_size='20', max_num_epochs='19', minibatch_size='7', num_hidden_layers='3', random_normal_initializer_stdev='0.000275'
75.472362, 1.151771, 76.349498, 3, 0.877136, cell_dimension='19', gaussian_noise_stdev='0.0001875', l2_regularization='0.0003625', max_epoch_size='25', max_num_epochs='5', minibatch_size='11', num_hidden_layers='4', random_normal_initializer_stdev='0.0007125'
123.750136, 1.086349, 125.012323, 4, 1.262187, cell_dimension='20', gaussian_noise_stdev='0.0006687500000000001', l2_regularization='0.0006687500000000001', max_epoch_size='17', max_num_epochs='3', minibatch_size='12', num_hidden_layers='3', random_normal_initializer_stdev='0.00040625'
221.048438, 1.065542, 249.231584, 5, 28.183146, cell_dimension='18', gaussian_noise_stdev='0.0007860827469968932', l2_regularization='0.0007332814613879936', max_epoch_size='15', max_num_epochs='2', minibatch_size='11', num_hidden_layers='4', random_normal_initializer_stdev='0.0006181002186687989'
228.117970, 1.020524, 260.158325, 6, 32.040355, cell_dimension='14', gaussian_noise_stdev='0.000780716591043819', l2_regularization='0.0006617075588827007', max_epoch_size='10', max_num_epochs='3', minibatch_size='15', num_hidden_layers='4', random_normal_initializer_stdev='0.0007237716848969452'
273.199695, 1.020389, 327.296512, 7, 54.096817, cell_dimension='11', gaussian_noise_stdev='0.0007710777559033385', l2_regularization='0.0006568070613840801', max_epoch_size='10', max_num_epochs='3', minibatch_size='15', num_hidden_layers='4', random_normal_initializer_stdev='0.0007725892636482713'
349.316482, 1.019635, 431.927542, 8, 82.611060, cell_dimension='11', gaussian_noise_stdev='0.00021575356936369433', l2_regularization='0.0003901907322647348', max_epoch_size='10', max_num_epochs='3', minibatch_size='15', num_hidden_layers='4', random_normal_initializer_stdev='0.000772676685430018'
376.886062, 1.012371, 473.007075, 9, 96.121013, cell_dimension='10', gaussian_noise_stdev='0.0007799604718529392', l2_regularization='0.0001857342304468838', max_epoch_size='11', max_num_epochs='3', minibatch_size='15', num_hidden_layers='4', random_normal_initializer_stdev='0.0007702942410967569'
392.993278, 1.012286, 497.596044, 10, 104.602766, cell_dimension='10', gaussian_noise_stdev='0.0007718963165397842', l2_regularization='0.00014187413769753567', max_epoch_size='11', max_num_epochs='3', minibatch_size='15', num_hidden_layers='4', random_normal_initializer_stdev='0.0007913726593813664'
424.446381, 0.972338, 547.089353, 11, 122.642972, cell_dimension='10', gaussian_noise_stdev='0.0007935858036709434', l2_regularization='0.00010196520553777506', max_epoch_size='12', max_num_epochs='2', minibatch_size='15', num_hidden_layers='4', random_normal_initializer_stdev='0.0007468120889467867'
569.991536, 0.966574, 748.661227, 12, 178.669691, cell_dimension='12', gaussian_noise_stdev='0.0007629713297464773', l2_regularization='0.00010253378447646177', max_epoch_size='12', max_num_epochs='2', minibatch_size='14', num_hidden_layers='3', random_normal_initializer_stdev='0.000778425722097834'
