6.135778663999088778e+00,6.194400022398188099e+00,6.258726605113087871e+00,6.159221774193541776e+00,6.152817775129835631e+00,6.051313096316262019e+00,6.016776866508616983e+00,5.946049899816430617e+00,5.921660122644579971e+00,5.895247286977766343e+00,5.884707425635218314e+00,5.881981666272490195e+00
2.003275316091615910e+00,2.113127408173629984e+00,2.164397310344216674e+00,2.210679300532693237e+00,2.267014401346082675e+00,2.336173292402580870e+00,2.383609097540088761e+00,2.404178129616257653e+00,2.416291230192246342e+00,2.441747253669103390e+00,2.433564851971382836e+00,2.445597843010015371e+00
1.245826776680048020e+01,1.221147599787307314e+01,1.201116949551572866e+01,1.171518346072191541e+01,1.157711315345389202e+01,1.144975048046165433e+01,1.137847698525749429e+01,1.129289173929182510e+01,1.131763618243398994e+01,1.133579983946453673e+01,1.136193070369649227e+01,1.138303765867225614e+01
4.521679776385063576e+00,4.555349881336998585e+00,4.577385835750096277e+00,4.531686717674567433e+00,4.525139063521878668e+00,4.521355357273707298e+00,4.529761495684852868e+00,4.536135696352820545e+00,4.554863066631842372e+00,4.575423023471392625e+00,4.578589106187459734e+00,4.579089355820046947e+00
3.902406199009321508e+00,4.044504847394438940e+00,4.375653355196205574e+00,4.583265507586822274e+00,4.772719136146148955e+00,4.951280064260963343e+00,5.221293494034448202e+00,5.315223900134589563e+00,5.356990250758808969e+00,5.357833266284331764e+00,5.364792839394061374e+00,5.368379811894719467e+00
5.536057343354736204e+00,5.451352573602930462e+00,5.465657560474840970e+00,5.602020949775552872e+00,5.778357550713012714e+00,5.950385494953707166e+00,6.074479196173112605e+00,6.258812881130005223e+00,6.386034849991907514e+00,6.496385442937476107e+00,6.559682920686894292e+00,6.585207044422277889e+00
1.141117983903831146e+01,1.114852065559362693e+01,1.092216998855083965e+01,1.081259369306943618e+01,1.063745924330462600e+01,1.049776576226486746e+01,1.034694797388983289e+01,1.021639511905360465e+01,1.008517243550260112e+01,9.972931581023692260e+00,9.904296089786582158e+00,9.851354899522494435e+00
7.428732615088119218e+00,7.461033865453444491e+00,7.399702246755396118e+00,7.393478386200823316e+00,7.323230772578804171e+00,7.276909777480382147e+00,7.212215195837096360e+00,7.170510374204593695e+00,7.154964933196509946e+00,7.133492723141182879e+00,7.134072756747882771e+00,7.132592016049764894e+00
9.275683215417707572e+00,9.177932393702155522e+00,9.051319541920008760e+00,8.974900108320232661e+00,8.902434586009558615e+00,8.857422289620354050e+00,8.815599708995547346e+00,8.795868449131106104e+00,8.788182983864658127e+00,8.814717201445436245e+00,8.827220865620548196e+00,8.836652777093613409e+00
8.589077967191641960e+00,8.506116873836631953e+00,8.496711922891508451e+00,8.726644727789633293e+00,8.797823196110250876e+00,8.835633625050469675e+00,8.721044743740677063e+00,8.685749870198247180e+00,8.480850123198333534e+00,8.287300997090484955e+00,8.143929579120774420e+00,8.067660354146159563e+00
8.363115710400791158e+00,8.352345196590972520e+00,8.277839154386143150e+00,8.169844856634885133e+00,8.135512269957327902e+00,8.148447161726066312e+00,8.170096857343455810e+00,8.175957900529519762e+00,8.235814332427466411e+00,8.280129133390270013e+00,8.345164362083538734e+00,8.373861745971575843e+00
8.797495217167364601e+00,8.682500549334902118e+00,8.789692130000394954e+00,8.904398913318324560e+00,9.015806237583593230e+00,8.993732596227021148e+00,8.931708313130044985e+00,8.864421028285311976e+00,8.702926479089059697e+00,8.553472360650424378e+00,8.424429329347827178e+00,8.344293666881043237e+00
1.026585763834995113e+00,1.051322203851644765e+00,1.277552513556408975e+00,1.210862139351048805e+00,1.273565410315157020e+00,1.197798053462467260e+00,1.326230372715384354e+00,1.227780075106128077e+00,1.226005595769704914e+00,1.181557541760417163e+00,1.176162089578667302e+00,1.185828971774248952e+00
5.195124534815273698e+00,5.086512157081105379e+00,5.167979766474915415e+00,5.284286583697713091e+00,5.400241454229776750e+00,5.550350707579970511e+00,5.760499192498250487e+00,5.970567618239104313e+00,6.150148920968343980e+00,6.298636940368169235e+00,6.411563335673275077e+00,6.472208023523694287e+00
6.233220835376834579e+00,6.365382138826701564e+00,6.608050112026623069e+00,6.683339015135434380e+00,6.807000828842462603e+00,6.840650666072938257e+00,6.893131985501829817e+00,6.763739463805402252e+00,6.597259220936735780e+00,6.397526665969550663e+00,6.260023087655324225e+00,6.212166172866098179e+00
1.071644526100947026e+01,1.099062602416123013e+01,1.079488447143165075e+01,1.055715914647158904e+01,1.044650434349914292e+01,1.040821302953320782e+01,1.034889616050903349e+01,1.029547115512906963e+01,1.038749962276365935e+01,1.048507591703590336e+01,1.056749017652402323e+01,1.061360498037588229e+01
5.757835615748887470e+00,5.389094464532514728e+00,4.975353664557571776e+00,4.684401804671699310e+00,4.546018377273186140e+00,4.434795316947336197e+00,4.359072086167697258e+00,4.416476640019062927e+00,4.561267269694490700e+00,4.723570988645720448e+00,4.836931356667538928e+00,4.923689337480218420e+00
9.266626287889621949e+00,9.178839835741776199e+00,9.093821547407848982e+00,8.983126174756081994e+00,8.931353352138478030e+00,8.868574747877506326e+00,8.841736166993877433e+00,8.801486329900292560e+00,8.796905426833296460e+00,8.764343422874654621e+00,8.777130680734256174e+00,8.779797363011226707e+00
6.500435870881299039e+00,5.916586345259259971e+00,5.523068490004283682e+00,5.201841521848384886e+00,4.909301405339222768e+00,4.670833552777776454e+00,4.449423809181891620e+00,4.278773066160629135e+00,4.158988587516923907e+00,4.071567423730948043e+00,4.012156517641689568e+00,3.968025701967587970e+00
1.143007064788715255e+01,1.153085673877906459e+01,1.153212789553612083e+01,1.162426108886553244e+01,1.164743274748622248e+01,1.172701314276352491e+01,1.175426236413453474e+01,1.177655662603316955e+01,1.178150899662589524e+01,1.174862479133361326e+01,1.175845058371860929e+01,1.174297873135817305e+01
5.251681531625545851e+00,5.076973265065760188e+00,5.138516630660339146e+00,5.280827598414064461e+00,5.375694331149619032e+00,5.430805177267164829e+00,5.475763699999296463e+00,5.518346920745917039e+00,5.477575749264544491e+00,5.426976612274582834e+00,5.382493195463419866e+00,5.353398551831586971e+00
