8.505758249999998549e-03,-7.211633500000000016e-03,2.155426750000000169e-02,9.914631300000000674e-04,1.765660749999999751e-02,3.641899550000000062e-03,8.403028999999999360e-03
7.740991750000000490e-04,1.332861399999999905e-02,6.888389999999999444e-03,1.815573950000000034e-02,1.704087299999999805e-02,3.916673199999999577e-02,1.366168400000000033e-02
-1.196305900000000158e-02,-4.062949200000000316e-02,2.501550999999999775e-02,-5.912555949999999394e-02,2.008170999999999914e-02,-4.042722099999999930e-02,-2.400997600000000232e-02
-6.325819299999999035e-02,1.192035299999999985e-02,-4.845202299999999684e-02,-1.264996699999999981e-02,-7.515779250000000078e-02,-4.937936200000000303e-02,-7.636706499999999787e-02
1.321411249999999982e-02,6.579945700000000043e-03,3.160310099999999456e-02,1.674239649999999940e-02,6.547567500000000401e-03,1.885706399999999977e-02,3.193893599999999937e-03
3.100123000000000115e-02,-9.860481000000000801e-03,-4.796296849999999445e-03,-2.114836250000000015e-03,1.179483700000000072e-02,3.884846849999999685e-02,-2.439170899999999753e-02
1.725595650000000258e-02,-1.346590349999999929e-02,8.512845399999999924e-03,5.360227650000000399e-03,2.515622849999999983e-03,1.901408849999999817e-02,1.087121374999999897e-02
-2.880262800000000026e-02,-5.411623000000000128e-02,7.930300200000001132e-02,-9.365065500000000279e-03,2.455766399999999988e-02,5.906387000000000789e-03,1.974338949999999981e-02
7.015393200000000218e-02,5.123574200000000078e-02,-3.587238449999999995e-02,-6.543485500000000010e-02,3.212866799999999912e-02,2.318506099999999986e-02,2.514703249999999946e-03
2.196542300000000128e-02,-8.293464000000000391e-03,1.437217750000000221e-03,-3.184655349999999940e-02,-8.852917499999999815e-03,6.419936850000000292e-03,-2.087296900000000077e-03
2.410715800000000353e-02,-3.549421349999999642e-02,1.517587280000000111e-04,-2.593755799999999945e-02,1.932775850000000017e-02,-1.306694400000000048e-02,-2.625300199999999751e-02
1.180605574999999963e-01,-4.697302849999999974e-02,5.280831249999999588e-02,-8.140543499999999821e-02,1.372083900000000134e-01,1.268107925000000122e-02,9.381091950000000623e-02
-2.025206499999999965e-02,-2.526680350000000234e-03,4.048431799999999831e-02,-2.654875149999999864e-02,3.313503599999999966e-03,-4.133677850000000431e-02,8.200380000000000169e-03
-5.132744849999999748e-02,2.600308700000000112e-02,2.113161300000000048e-02,7.059720999999999705e-03,-2.853919949999999574e-03,-3.473130950000000161e-02,5.936115599999999826e-02
3.635849149999999946e-02,-1.909666299999999983e-02,5.928373750000000275e-03,-3.277795150000000282e-03,2.065615349999999975e-02,2.949795100000000142e-02,4.078076749999999528e-03
3.251746099999999751e-02,-1.955011400000000038e-02,1.009229700000000007e-02,-3.764217050000000057e-03,2.961673100000000031e-02,2.849262300000000164e-02,-2.168254750000000314e-02
5.233222700000000199e-02,2.384168750000000003e-02,-1.693388499999999922e-02,-5.755839500000000178e-03,2.845376250000000024e-02,3.071134600000000048e-02,2.087521650000000173e-02
-9.108915000000000414e-03,-2.274182999999999934e-03,1.356354549999999951e-02,2.091124200000000002e-02,1.257365749999999911e-03,5.221739899999999638e-04,-1.946835749999999837e-02
4.214301650000000163e-03,-2.207175000000000109e-02,1.039618274999999994e-02,-2.781103199999999942e-02,-1.355863200000000102e-02,1.172345074999999945e-02,-3.398801199999999800e-02
7.514073500000000017e-02,-5.190538799999999675e-02,4.607554750000000289e-03,-4.629544500000000451e-02,6.468335699999999688e-02,-2.898391649999999820e-02,-8.052505299999998534e-02
4.774020999999999820e-03,-7.558646149999999862e-03,-7.576536000000000035e-03,-1.974145299999999735e-03,1.420898174999999861e-02,4.454787499999999720e-03,-2.082208900000000196e-02
-3.336372299999999661e-04,-5.245469000000000000e-03,9.886109500000000300e-03,3.813857900000000231e-03,1.574084799999999956e-03,4.854504699999999200e-05,-1.525915400000000047e-02
4.057911299999999999e-02,-4.007496400000000458e-02,4.096329749999999548e-02,9.152266499999998917e-03,3.396963899999999592e-02,1.634200149999999810e-02,-1.625017150000000049e-02
-7.873636999999999303e-03,3.753282499999999883e-03,1.727610034999999943e-03,-6.814965000000000606e-02,-2.663481849999999734e-03,-4.299842400000000037e-02,1.006680274999999930e-02
3.875198400000000321e-02,1.793985400000000030e-04,3.750237750000000314e-02,1.248637099999999958e-02,4.191089800000000198e-02,2.707279649999999940e-02,3.247832200000000391e-02
7.009236200000000354e-03,-7.065787449999999525e-03,-5.598764299999999666e-03,-2.589228000000000016e-02,-4.107922300000000498e-03,-1.265261649999999995e-02,1.245605649999999981e-02
5.867407700000000503e-02,3.899792050000000510e-02,6.783480699999999697e-02,-5.807757350000000013e-02,4.274018000000000261e-02,6.940149249999999492e-02,6.124124699999999866e-02
-1.083394000000000024e-02,-9.003772499999999901e-03,-1.758152350000000141e-02,9.793800000000000075e-03,-1.216541499999999887e-02,9.081214000000000647e-03,-3.542867850000000485e-02
4.270211699999999777e-02,2.597825200000000029e-02,3.540778649999999639e-02,-4.161203699999999409e-03,-4.606747249999999794e-02,1.031516600000000061e-02,-2.117366299999999969e-03
3.937784249999999597e-02,-1.410695200000000073e-02,1.432207599999999956e-02,-1.463374599999999956e-02,-2.953593000000000190e-02,1.548932549999999971e-02,-2.311972550000000043e-02
2.450353749999999858e-02,-3.702697000000000020e-03,4.490488950000000312e-02,9.991448999999999470e-03,1.270199450000000091e-02,7.637019349999999568e-03,6.785631650000000306e-03
2.783124199999999909e-02,-6.267752000000000046e-02,2.685250299999999979e-02,-4.623617000000000005e-02,9.346109499999999404e-02,-6.445322250000000419e-02,-1.793516350000000023e-02
1.942584229999999969e-03,-1.001154850000000006e-02,4.000343199999999849e-02,-4.255371499999999890e-02,1.504793650000000108e-02,-5.499284549999999827e-02,9.280624500000000943e-03
1.258769074999999821e-02,3.415864350000000563e-03,-1.595329100000000139e-02,-5.969093150000000236e-02,1.193912425000000048e-02,-1.293837599999999970e-02,6.275940249999999686e-03
2.141362900000000347e-02,1.436051950000000188e-02,-1.925012750000000073e-03,-4.551225349999999358e-03,1.038735975000000056e-03,1.847131099999999720e-02,-9.793035500000000018e-03
3.270989150000000022e-03,9.306303499999999881e-03,2.926668100000000272e-02,-9.582372999999999932e-03,1.756438399999999886e-02,1.062066699999999987e-03,1.847557099999999966e-02
-1.083043449999999963e-02,-1.863678049999999923e-03,-5.630589850000000153e-03,-3.158304100000000614e-02,2.924983949999999944e-02,-3.073516650000000100e-02,1.388461250000000077e-02
1.479409850000000005e-02,-2.074072049999999695e-02,-5.971051349999999041e-04,-3.159828249999999811e-02,-5.510183049999999721e-02,-1.725608049999999977e-02,-9.701479500000000089e-02
4.061593800000000420e-02,-1.988906600000000038e-02,3.029554599999999959e-02,1.671361099999999975e-02,-4.450507000000000248e-03,1.031753599999999868e-02,-1.708418299999999845e-03
1.056840024999999988e-01,-7.090135999999999661e-02,6.492496500000000115e-02,-7.992646500000000209e-02,2.978367600000000198e-02,-1.256728699999999990e-02,-5.171470999999999534e-04
5.524279850000000242e-02,-1.528942250000000017e-02,7.350259800000000232e-02,6.235914199999999588e-03,8.072784499999999253e-02,1.309486649999999988e-02,4.696268400000000454e-02
1.100562700000000046e-02,1.577574250000000206e-02,3.236570650000000077e-02,1.297294650000000056e-02,-3.529695299999999897e-03,7.299878799999999501e-03,4.787303600000000076e-02
6.892145750000000515e-02,-1.989230999999999985e-02,4.644089400000000339e-02,-1.149259600000000076e-02,-4.020694249999999526e-02,2.221467500000000143e-03,1.577010799999999796e-02
2.356067950000000077e-02,-1.251047484999999937e-03,1.371446449999999886e-02,-5.269453400000000468e-03,1.206427000000000020e-02,7.678799150000000309e-03,1.277327615000000121e-03
6.156849099999999646e-04,-2.481058899999999835e-03,6.275364650000000294e-03,-2.169945000000000207e-02,1.637499250000000114e-02,-1.751065050000000234e-02,3.423475850000000376e-02
5.130378050000000342e-03,-1.210226550000000068e-02,-9.274855999999999726e-03,2.208575300000000050e-03,-6.584813749999999730e-03,1.709689550000000058e-02,-3.631260999999999517e-02
-1.262422799999999862e-03,-5.240787900000000443e-02,2.836600449999999995e-02,3.004567799999999927e-02,3.510059399999999885e-02,-4.084562199999999810e-02,7.317072750000000458e-02
