0.26502025,0.2151189,0.18444838,0.17844625,0.16251461,0.1531377,0.16913542,0.17190212,0.12247425,0.20479608,0.24330251,0.2634838
-0.29410902,-0.26149505,-0.22989735,-0.21727887,-0.20387745,-0.19730616,-0.18773404,-0.19066226,-0.20633464,-0.21067256,-0.21656984,-0.23135991
-0.3272326,-0.3207842,-0.31312606,-0.30813456,-0.29848042,-0.303472,-0.30660266,-0.29537687,-0.28231925,-0.29425642,-0.28953382,-0.2994758
0.008037247,-0.0072441325,-0.03581117,-0.03298647,-0.038854316,-0.041818194,-0.05805306,-0.03700924,-0.05169212,-0.052072983,-0.061576422,-0.073990084
-0.14599164,-0.19874643,-0.23428275,-0.26288158,-0.27983484,-0.28377917,-0.26824996,-0.25434303,-0.18976164,-0.15157707,-0.09154811,-0.014073981
-0.10405595,-0.107704215,-0.111136064,-0.1245145,-0.14186502,-0.12656748,-0.11736405,-0.11882349,-0.13742487,-0.1119432,-0.10680658,-0.081828445
-0.0071124826,0.003302575,0.012865784,0.026483059,0.019808905,0.0077745225,0.0466455,0.037766244,0.024180299,0.027523402,0.03189967,0.04099436
-0.028025197,-0.03067249,-0.034573264,-0.035109684,-0.03601776,-0.03642883,-0.03583041,-0.020388488,-0.030391596,-0.028991664,-0.032744057,-0.025477747
-0.06389104,-0.057636186,-0.04606301,-0.036879335,-0.022669805,-0.018107604,-0.033843525,-0.025988007,-0.040602263,-0.039751645,-0.047026917,-0.0785324
0.22815189,0.26510373,0.28870684,0.31343663,0.31703752,0.301304,0.33061916,0.3163895,0.29240432,0.27307025,0.25157455,0.22763029
-0.52813697,-0.5568758,-0.56580555,-0.57387984,-0.57088256,-0.58037007,-0.5463257,-0.52876437,-0.49370417,-0.45549262,-0.39781785,-0.3584656
0.41422957,0.3814031,0.35852665,0.3598511,0.34272605,0.34077442,0.34761792,0.34929502,0.3816201,0.41103426,0.45983922,0.49284863
-0.4046904,-0.45396185,-0.48130476,-0.5052968,-0.5160434,-0.5144355,-0.49815726,-0.47795296,-0.43687284,-0.38242918,-0.3220603,-0.2572119
0.4410602,0.49101534,0.5262944,0.5532062,0.5530238,0.5618873,0.5614931,0.53759456,0.48686558,0.45664713,0.415227,0.37595984
-0.013068827,0.007334031,0.021866895,0.03121255,0.039745033,0.04587982,0.03561147,0.029821012,0.030621704,0.018904611,0.0053598974,-0.020067615
-0.39127508,-0.40958658,-0.4181826,-0.4267959,-0.42472148,-0.42435044,-0.41755247,-0.4051775,-0.3918277,-0.37209374,-0.34722048,-0.32841238
-0.1837634,-0.10712063,-0.050069675,0.0006584823,0.020490497,0.02763033,0.02229844,0.0006659329,-0.056649253,-0.10780244,-0.18211228,-0.26621312
0.15138859,0.14682728,0.12839562,0.123785704,0.12486331,0.12415984,0.110260405,0.10900834,0.11626108,0.10728937,0.090153545,0.09087143
0.35262796,0.3981767,0.42680225,0.47551242,0.47409517,0.46731386,0.46755537,0.44368532,0.39024413,0.3574708,0.30095497,0.23124102
0.4561922,0.3867983,0.3021401,0.25537035,0.24101624,0.22746986,0.21378767,0.22661072,0.28737757,0.29939973,0.34840477,0.40785667
0.44505787,0.61812925,0.748376,0.83499134,0.874093,0.88295066,0.8770752,0.81555307,0.7043258,0.5926287,0.44124752,0.27301508
-0.009483054,-0.051938698,-0.084578924,-0.10574807,-0.11432708,-0.11655488,-0.1158153,-0.09634204,-0.058240086,-0.023348734,0.023156134,0.06210752
0.26695174,0.28002426,0.26786065,0.2759011,0.28773296,0.28028432,0.2817406,0.27910665,0.2547956,0.23388366,0.2188104,0.20134977
-0.51953375,-0.5191015,-0.5034664,-0.50097376,-0.5016322,-0.49641973,-0.47463697,-0.46848032,-0.47232255,-0.46254146,-0.4437776,-0.42762396
0.12881316,0.11487098,0.098521546,0.08034559,0.07331141,0.0748244,0.081503645,0.087772615,0.075763114,0.090544835,0.09466733,0.124522
-0.47928992,-0.49418283,-0.4996729,-0.5110446,-0.50614643,-0.5153836,-0.4935263,-0.47446784,-0.45271638,-0.44382203,-0.40668055,-0.37794825
0.6139213,0.631656,0.64202607,0.6471391,0.6552761,0.650967,0.6635474,0.6525678,0.65116066,0.6557593,0.66682655,0.66019887
-0.23371103,-0.2549609,-0.26720113,-0.277628,-0.27410367,-0.27820545,-0.27337337,-0.25711092,-0.2266936,-0.21650013,-0.18717086,-0.16755627
0.1583183,0.13637981,0.10390094,0.081683666,0.09255872,0.08527049,0.09033191,0.10266403,0.11054092,0.12144716,0.14289175,0.16683859
-0.056338843,-0.04500806,-0.029684737,-0.02032581,-0.0059432685,-0.011634186,-0.01668553,-0.019963883,-0.018377572,-0.028568793,-0.034351833,-0.05877374
0.08192518,0.07312479,0.07409351,0.07105601,0.06656571,0.066658705,0.06685497,0.0654128,0.07540303,0.08074905,0.08488348,0.09293943
0.16704848,0.14725073,0.12737292,0.12435426,0.11498515,0.10951405,0.11114067,0.11282457,0.11549408,0.12668897,0.14284849,0.15403123
-0.086960256,-0.15790361,-0.20522875,-0.22904457,-0.23958635,-0.24453758,-0.25134924,-0.22794788,-0.18045218,-0.13774996,-0.09498754,-0.036089152
