"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.003090, 1, 0.003090, cell_dimension='22', gaussian_noise_stdev='0.00045', l2_regularization='0.00045', max_epoch_size='6', max_num_epochs='14', minibatch_size='10', num_hidden_layers='2', random_normal_initializer_stdev='0.00045'
18.424358, 4.505851, 18.738787, 1, 0.314429, cell_dimension='22', gaussian_noise_stdev='0.00045', l2_regularization='0.00045', max_epoch_size='6', max_num_epochs='14', minibatch_size='10', num_hidden_layers='2', random_normal_initializer_stdev='0.00045'
38.561032, 4.452535, 39.164228, 2, 0.603196, cell_dimension='24', gaussian_noise_stdev='0.000275', l2_regularization='0.000625', max_epoch_size='4', max_num_epochs='19', minibatch_size='7', num_hidden_layers='2', random_normal_initializer_stdev='0.000275'
67.682252, 4.397466, 68.886078, 3, 1.203826, cell_dimension='22', gaussian_noise_stdev='0.0003625', l2_regularization='0.0005375', max_epoch_size='3', max_num_epochs='22', minibatch_size='14', num_hidden_layers='1', random_normal_initializer_stdev='0.0005375'
94.566942, 4.323856, 96.326609, 4, 1.759666, cell_dimension='23', gaussian_noise_stdev='0.0001875', l2_regularization='0.0003625', max_epoch_size='5', max_num_epochs='5', minibatch_size='11', num_hidden_layers='2', random_normal_initializer_stdev='0.0007125'
238.110884, 4.312163, 247.336822, 5, 9.225937, cell_dimension='24', gaussian_noise_stdev='0.0007055063201086133', l2_regularization='0.000653097586179242', max_epoch_size='2', max_num_epochs='6', minibatch_size='13', num_hidden_layers='1', random_normal_initializer_stdev='0.0001301089111431169'
302.487081, 4.310525, 325.727926, 6, 23.240844, cell_dimension='24', gaussian_noise_stdev='0.0007055063201086133', l2_regularization='0.0006439336528566347', max_epoch_size='2', max_num_epochs='6', minibatch_size='11', num_hidden_layers='1', random_normal_initializer_stdev='0.00014002271801243072'
426.917520, 4.285677, 466.674134, 7, 39.756614, cell_dimension='24', gaussian_noise_stdev='0.0007095245399308392', l2_regularization='0.0006434472581671538', max_epoch_size='2', max_num_epochs='6', minibatch_size='12', num_hidden_layers='1', random_normal_initializer_stdev='0.00011063547611191092'
468.636818, 4.262735, 517.225552, 8, 48.588734, cell_dimension='25', gaussian_noise_stdev='0.0007097669713105904', l2_regularization='0.0006455257573380689', max_epoch_size='2', max_num_epochs='25', minibatch_size='12', num_hidden_layers='1', random_normal_initializer_stdev='0.00010067811188238725'
633.966900, 4.259900, 705.091426, 9, 71.124526, cell_dimension='25', gaussian_noise_stdev='0.0007119408334797949', l2_regularization='0.0006452455425497638', max_epoch_size='2', max_num_epochs='25', minibatch_size='15', num_hidden_layers='1', random_normal_initializer_stdev='0.00010136790016180358'
686.035339, 4.235682, 764.552857, 10, 78.517519, cell_dimension='25', gaussian_noise_stdev='0.000711161046491185', l2_regularization='0.0006452455425497638', max_epoch_size='2', max_num_epochs='25', minibatch_size='15', num_hidden_layers='2', random_normal_initializer_stdev='0.0001014861152267142'
