"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.006513, 1, 0.006513, cell_dimension='18', gaussian_noise_stdev='0.00045', l2_regularization='0.00045', max_epoch_size='30', max_num_epochs='14', minibatch_size='10', num_hidden_layers='2', random_normal_initializer_stdev='0.00045'
10.903953, 1.560154, 11.063159, 1, 0.159206, cell_dimension='18', gaussian_noise_stdev='0.00045', l2_regularization='0.00045', max_epoch_size='30', max_num_epochs='14', minibatch_size='10', num_hidden_layers='2', random_normal_initializer_stdev='0.00045'
25.668710, 1.300013, 26.046236, 2, 0.377526, cell_dimension='21', gaussian_noise_stdev='0.000275', l2_regularization='0.000625', max_epoch_size='20', max_num_epochs='19', minibatch_size='7', num_hidden_layers='3', random_normal_initializer_stdev='0.000275'
77.027076, 1.151771, 78.276280, 3, 1.249204, cell_dimension='19', gaussian_noise_stdev='0.0001875', l2_regularization='0.0003625', max_epoch_size='25', max_num_epochs='5', minibatch_size='11', num_hidden_layers='4', random_normal_initializer_stdev='0.0007125'
124.093542, 1.086349, 125.996122, 4, 1.902580, cell_dimension='20', gaussian_noise_stdev='0.0006687500000000001', l2_regularization='0.0006687500000000001', max_epoch_size='17', max_num_epochs='3', minibatch_size='12', num_hidden_layers='3', random_normal_initializer_stdev='0.00040625'
225.475537, 1.065542, 264.711894, 5, 39.236357, cell_dimension='18', gaussian_noise_stdev='0.0007860827469968932', l2_regularization='0.0007332814613879936', max_epoch_size='15', max_num_epochs='2', minibatch_size='11', num_hidden_layers='4', random_normal_initializer_stdev='0.0006181002186687989'
233.671273, 1.020524, 278.297966, 6, 44.626694, cell_dimension='14', gaussian_noise_stdev='0.000780716591043819', l2_regularization='0.0006617075588827007', max_epoch_size='10', max_num_epochs='3', minibatch_size='15', num_hidden_layers='4', random_normal_initializer_stdev='0.0007237716848969452'
276.387679, 1.020389, 351.724547, 7, 75.336868, cell_dimension='11', gaussian_noise_stdev='0.0007710777559033385', l2_regularization='0.0006568070613840801', max_epoch_size='10', max_num_epochs='3', minibatch_size='15', num_hidden_layers='4', random_normal_initializer_stdev='0.0007725892636482713'
351.086261, 1.019635, 464.720849, 8, 113.634587, cell_dimension='11', gaussian_noise_stdev='0.00021575356936369433', l2_regularization='0.0003901907322647348', max_epoch_size='10', max_num_epochs='3', minibatch_size='15', num_hidden_layers='4', random_normal_initializer_stdev='0.000772676685430018'
380.152675, 1.012371, 512.225874, 9, 132.073199, cell_dimension='10', gaussian_noise_stdev='0.0007799604718529392', l2_regularization='0.0001857342304468838', max_epoch_size='11', max_num_epochs='3', minibatch_size='15', num_hidden_layers='4', random_normal_initializer_stdev='0.0007702942410967569'
395.817234, 1.012286, 539.928318, 10, 144.111084, cell_dimension='10', gaussian_noise_stdev='0.0007718963165397842', l2_regularization='0.00014187413769753567', max_epoch_size='11', max_num_epochs='3', minibatch_size='15', num_hidden_layers='4', random_normal_initializer_stdev='0.0007913726593813664'
424.169741, 0.972338, 586.754370, 11, 162.584630, cell_dimension='10', gaussian_noise_stdev='0.0007935858036709434', l2_regularization='0.00010196520553777506', max_epoch_size='12', max_num_epochs='2', minibatch_size='15', num_hidden_layers='4', random_normal_initializer_stdev='0.0007468120889467867'
549.685227, 0.966574, 782.636919, 12, 232.951692, cell_dimension='12', gaussian_noise_stdev='0.0007629713297464773', l2_regularization='0.00010253378447646177', max_epoch_size='12', max_num_epochs='2', minibatch_size='14', num_hidden_layers='3', random_normal_initializer_stdev='0.000778425722097834'
